date,winner,loser,game,event,winner_score,loser_score
2025-09-13,Kappa Squad,Zenith Nine,CS2,Demo League,13,9
2025-09-13,Solstice,Meridian,CS2,Demo League,13,8
2025-09-13,Nova Esports,Kappa Squad,CS2,Demo League,13,8
2025-09-13,Meridian,Zenith Nine,CS2,Demo League,13,9
2025-09-14,Meridian,Ironclad,CS2,Demo League,13,5
2025-09-14,Solstice,Nightfall,CS2,Demo League,13,10
2025-09-14,Nova Esports,Ironclad,CS2,Demo League,13,4
2025-09-14,Nova Esports,Vertex Gaming,CS2,Demo League,13,5
2025-09-14,Ironclad,Zenith Nine,CS2,Demo League,13,11
2025-09-15,Nova Esports,Kappa Squad,CS2,Demo League,13,9
2025-09-15,Meridian,Ironclad,CS2,Demo League,13,9
2025-09-15,Solstice,Nightfall,CS2,Demo League,13,5
2025-09-15,Meridian,Kappa Squad,CS2,Demo League,13,3
2025-09-15,Kappa Squad,Meridian,CS2,Demo League,13,11
2025-09-16,Nova Esports,Meridian,CS2,Demo League,13,10
2025-09-16,Meridian,Vertex Gaming,CS2,Demo League,13,5
2025-09-16,Nova Esports,Vertex Gaming,CS2,Demo League,13,4
2025-09-16,Nightfall,Ironclad,CS2,Demo League,13,5
2025-09-16,Meridian,Zenith Nine,CS2,Demo League,13,2
2025-09-17,Zenith Nine,Solstice,CS2,Demo League,13,10
2025-09-17,Vertex Gaming,Ironclad,CS2,Demo League,13,8
2025-09-17,Nova Esports,Vertex Gaming,CS2,Demo League,13,11
2025-09-17,Ironclad,Zenith Nine,CS2,Demo League,13,10
2025-09-17,Nova Esports,Ironclad,CS2,Demo League,13,7
2025-09-18,Meridian,Kappa Squad,CS2,Demo League,13,4
2025-09-18,Solstice,Ironclad,CS2,Demo League,13,9
2025-09-18,Nightfall,Vertex Gaming,CS2,Demo League,13,2
2025-09-18,Nova Esports,Kappa Squad,CS2,Demo League,13,6
2025-09-18,Nightfall,Meridian,CS2,Demo League,13,9
2025-09-19,Nightfall,Nova Esports,CS2,Demo League,13,6
2025-09-19,Solstice,Nova Esports,CS2,Demo League,13,7
2025-09-19,Solstice,Nightfall,CS2,Demo League,13,6
2025-09-19,Nightfall,Kappa Squad,CS2,Demo League,13,3
2025-09-19,Zenith Nine,Meridian,CS2,Demo League,13,4
2025-09-20,Ironclad,Nightfall,CS2,Demo League,13,5
2025-09-20,Ironclad,Meridian,CS2,Demo League,13,6
2025-09-20,Ironclad,Vertex Gaming,CS2,Demo League,13,11
2025-09-20,Solstice,Zenith Nine,CS2,Demo League,13,4
2025-09-20,Zenith Nine,Kappa Squad,CS2,Demo League,13,2
2025-09-21,Meridian,Nova Esports,CS2,Demo League,13,7
2025-09-21,Ironclad,Nova Esports,CS2,Demo League,13,6
2025-09-21,Kappa Squad,Vertex Gaming,CS2,Demo League,13,8
2025-09-21,Kappa Squad,Nightfall,CS2,Demo League,13,4
2025-09-21,Meridian,Solstice,CS2,Demo League,13,7
2025-09-22,Kappa Squad,Ironclad,CS2,Demo League,13,9
2025-09-22,Kappa Squad,Vertex Gaming,CS2,Demo League,13,4
2025-09-22,Vertex Gaming,Meridian,CS2,Demo League,13,8
2025-09-22,Kappa Squad,Nova Esports,CS2,Demo League,13,2
2025-09-22,Vertex Gaming,Meridian,CS2,Demo League,13,10
2025-09-23,Meridian,Nova Esports,CS2,Demo League,13,3
2025-09-23,Zenith Nine,Vertex Gaming,CS2,Demo League,13,8
2025-09-23,Meridian,Zenith Nine,CS2,Demo League,13,11
2025-09-23,Meridian,Nova Esports,CS2,Demo League,13,2
2025-09-23,Solstice,Nightfall,CS2,Demo League,13,3
2025-09-24,Nova Esports,Nightfall,CS2,Demo League,13,10
2025-09-24,Meridian,Vertex Gaming,CS2,Demo League,13,3
2025-09-24,Nova Esports,Kappa Squad,CS2,Demo League,13,7
2025-09-24,Kappa Squad,Nightfall,CS2,Demo League,13,5
2025-09-24,Zenith Nine,Kappa Squad,CS2,Demo League,13,4
2025-09-25,Nova Esports,Vertex Gaming,CS2,Demo League,13,5
2025-09-25,Nova Esports,Nightfall,CS2,Demo League,13,9
2025-09-25,Solstice,Kappa Squad,CS2,Demo League,13,9
2025-09-25,Ironclad,Kappa Squad,CS2,Demo League,13,11
2025-09-25,Solstice,Zenith Nine,CS2,Demo League,13,10
2025-09-26,Solstice,Zenith Nine,CS2,Demo League,13,7
2025-09-26,Nova Esports,Nightfall,CS2,Demo League,13,5
2025-09-26,Nova Esports,Kappa Squad,CS2,Demo League,13,6
2025-09-26,Meridian,Zenith Nine,CS2,Demo League,13,5
2025-09-26,Ironclad,Nova Esports,CS2,Demo League,13,5
2025-09-27,Ironclad,Zenith Nine,CS2,Demo League,13,8
2025-09-27,Nightfall,Meridian,CS2,Demo League,13,9
2025-09-27,Vertex Gaming,Ironclad,CS2,Demo League,13,5
2025-09-27,Nova Esports,Nightfall,CS2,Demo League,13,9
2025-09-27,Ironclad,Vertex Gaming,CS2,Demo League,13,2
2025-09-28,Zenith Nine,Kappa Squad,CS2,Demo League,13,11
2025-09-28,Vertex Gaming,Nightfall,CS2,Demo League,13,2
2025-09-28,Meridian,Solstice,CS2,Demo League,13,5
2025-09-28,Solstice,Kappa Squad,CS2,Demo League,13,10
2025-09-28,Nova Esports,Meridian,CS2,Demo League,13,2
2025-09-29,Meridian,Solstice,CS2,Demo League,13,2
2025-09-29,Vertex Gaming,Nightfall,CS2,Demo League,13,6
2025-09-29,Vertex Gaming,Nightfall,CS2,Demo League,13,9
2025-09-29,Kappa Squad,Meridian,CS2,Demo League,13,2
2025-09-29,Solstice,Meridian,CS2,Demo League,13,2
2025-09-30,Ironclad,Nightfall,CS2,Demo League,13,7
2025-09-30,Solstice,Ironclad,CS2,Demo League,13,5
2025-09-30,Nightfall,Meridian,CS2,Demo League,13,9
2025-09-30,Ironclad,Nova Esports,CS2,Demo League,13,8
2025-09-30,Solstice,Kappa Squad,CS2,Demo League,13,4
2025-10-01,Ironclad,Nightfall,CS2,Demo League,13,6
2025-10-01,Nova Esports,Solstice,CS2,Demo League,13,7
2025-10-01,Solstice,Vertex Gaming,CS2,Demo League,13,10
2025-10-01,Kappa Squad,Ironclad,CS2,Demo League,13,9
2025-10-01,Zenith Nine,Ironclad,CS2,Demo League,13,4
2025-10-02,Solstice,Kappa Squad,CS2,Demo League,13,6
2025-10-02,Ironclad,Meridian,CS2,Demo League,13,8
2025-10-02,Vertex Gaming,Nightfall,CS2,Demo League,13,8
2025-10-02,Nova Esports,Vertex Gaming,CS2,Demo League,13,2
2025-10-02,Nova Esports,Zenith Nine,CS2,Demo League,13,7
2025-10-03,Nova Esports,Nightfall,CS2,Demo League,13,5
2025-10-03,Kappa Squad,Vertex Gaming,CS2,Demo League,13,8
2025-10-03,Vertex Gaming,Zenith Nine,CS2,Demo League,13,8
2025-10-03,Solstice,Ironclad,CS2,Demo League,13,10
2025-10-03,Vertex Gaming,Kappa Squad,CS2,Demo League,13,2
2025-10-04,Kappa Squad,Zenith Nine,CS2,Demo League,13,7
2025-10-04,Solstice,Zenith Nine,CS2,Demo League,13,2
2025-10-04,Ironclad,Vertex Gaming,CS2,Demo League,13,10
2025-10-04,Nightfall,Meridian,CS2,Demo League,13,6
2025-10-04,Nova Esports,Zenith Nine,CS2,Demo League,13,11
2025-10-05,Nightfall,Zenith Nine,CS2,Demo League,13,7
2025-10-05,Vertex Gaming,Zenith Nine,CS2,Demo League,13,8
2025-10-05,Vertex Gaming,Nova Esports,CS2,Demo League,13,5
2025-10-05,Nightfall,Kappa Squad,CS2,Demo League,13,4
2025-10-05,Meridian,Kappa Squad,CS2,Demo League,13,6
2025-10-06,Nova Esports,Ironclad,CS2,Demo League,13,4
2025-10-06,Zenith Nine,Meridian,CS2,Demo League,13,6
2025-10-06,Ironclad,Kappa Squad,CS2,Demo League,13,5
2025-10-06,Vertex Gaming,Kappa Squad,CS2,Demo League,13,4
2025-10-06,Nova Esports,Ironclad,CS2,Demo League,13,7
2025-10-07,Nightfall,Zenith Nine,CS2,Demo League,13,4
2025-10-07,Meridian,Kappa Squad,CS2,Demo League,13,7
2025-10-07,Kappa Squad,Solstice,CS2,Demo League,13,7
2025-10-07,Nightfall,Vertex Gaming,CS2,Demo League,13,5
2025-10-07,Solstice,Zenith Nine,CS2,Demo League,13,10
2025-10-08,Nightfall,Zenith Nine,CS2,Demo League,13,8
2025-10-08,Nova Esports,Solstice,CS2,Demo League,13,2
2025-10-08,Kappa Squad,Nightfall,CS2,Demo League,13,3
2025-10-08,Vertex Gaming,Zenith Nine,CS2,Demo League,13,8
2025-10-08,Ironclad,Nova Esports,CS2,Demo League,13,10
2025-10-09,Vertex Gaming,Zenith Nine,CS2,Demo League,13,6
2025-10-09,Vertex Gaming,Ironclad,CS2,Demo League,13,8
2025-10-09,Vertex Gaming,Kappa Squad,CS2,Demo League,13,4
2025-10-09,Nova Esports,Zenith Nine,CS2,Demo League,13,4
2025-10-09,Nova Esports,Ironclad,CS2,Demo League,13,9
2025-10-10,Vertex Gaming,Ironclad,CS2,Demo League,13,10
2025-10-10,Ironclad,Solstice,CS2,Demo League,13,4
2025-10-10,Solstice,Kappa Squad,CS2,Demo League,13,10
2025-10-10,Solstice,Ironclad,CS2,Demo League,13,7
2025-10-10,Zenith Nine,Meridian,CS2,Demo League,13,4
2025-10-11,Nightfall,Kappa Squad,CS2,Demo League,13,7
2025-10-11,Ironclad,Nightfall,CS2,Demo League,13,11
2025-10-11,Ironclad,Kappa Squad,CS2,Demo League,13,4
2025-10-11,Vertex Gaming,Nightfall,CS2,Demo League,13,11
2025-10-11,Zenith Nine,Nightfall,CS2,Demo League,13,7
2025-10-12,Meridian,Solstice,CS2,Demo League,13,10
2025-10-12,Kappa Squad,Solstice,CS2,Demo League,13,8
2025-10-12,Vertex Gaming,Kappa Squad,CS2,Demo League,13,6
2025-10-12,Vertex Gaming,Meridian,CS2,Demo League,13,3
2025-10-12,Solstice,Nova Esports,CS2,Demo League,13,4
2025-10-13,Meridian,Vertex Gaming,CS2,Demo League,13,3
2025-10-13,Meridian,Vertex Gaming,CS2,Demo League,13,10
2025-10-13,Meridian,Nightfall,CS2,Demo League,13,4
2025-10-13,Meridian,Nightfall,CS2,Demo League,13,2
2025-10-13,Nightfall,Solstice,CS2,Demo League,13,9
2025-10-14,Nova Esports,Kappa Squad,CS2,Demo League,13,4
2025-10-14,Kappa Squad,Zenith Nine,CS2,Demo League,13,4
2025-10-14,Zenith Nine,Nova Esports,CS2,Demo League,13,4
2025-10-14,Solstice,Nightfall,CS2,Demo League,13,10
2025-10-14,Nova Esports,Kappa Squad,CS2,Demo League,13,8
2025-10-15,Meridian,Ironclad,CS2,Demo League,13,11
2025-10-15,Vertex Gaming,Meridian,CS2,Demo League,13,9
2025-10-15,Kappa Squad,Zenith Nine,CS2,Demo League,13,9
2025-10-15,Vertex Gaming,Zenith Nine,CS2,Demo League,13,4
2025-10-15,Vertex Gaming,Zenith Nine,CS2,Demo League,13,5
2025-10-16,Nova Esports,Vertex Gaming,CS2,Demo League,13,11
2025-10-16,Nova Esports,Kappa Squad,CS2,Demo League,13,5
2025-10-16,Nova Esports,Kappa Squad,CS2,Demo League,13,10
2025-10-16,Solstice,Nightfall,CS2,Demo League,13,3
2025-10-16,Zenith Nine,Meridian,CS2,Demo League,13,7
2025-10-17,Ironclad,Zenith Nine,CS2,Demo League,13,11
2025-10-17,Ironclad,Zenith Nine,CS2,Demo League,13,2
2025-10-17,Vertex Gaming,Kappa Squad,CS2,Demo League,13,2
2025-10-17,Ironclad,Nova Esports,CS2,Demo League,13,7
2025-10-17,Solstice,Ironclad,CS2,Demo League,13,8
2025-10-18,Vertex Gaming,Meridian,CS2,Demo League,13,5
2025-10-18,Vertex Gaming,Kappa Squad,CS2,Demo League,13,6
2025-10-18,Vertex Gaming,Zenith Nine,CS2,Demo League,13,11
2025-10-18,Ironclad,Zenith Nine,CS2,Demo League,13,7
2025-10-18,Vertex Gaming,Zenith Nine,CS2,Demo League,13,8
2025-10-19,Vertex Gaming,Nightfall,CS2,Demo League,13,2
2025-10-19,Vertex Gaming,Nova Esports,CS2,Demo League,13,6
2025-10-19,Solstice,Kappa Squad,CS2,Demo League,13,11
2025-10-19,Kappa Squad,Meridian,CS2,Demo League,13,5
2025-10-19,Zenith Nine,Solstice,CS2,Demo League,13,5
2025-10-20,Solstice,Vertex Gaming,CS2,Demo League,13,3
2025-10-20,Ironclad,Kappa Squad,CS2,Demo League,13,7
2025-10-20,Nova Esports,Nightfall,CS2,Demo League,13,3
2025-10-20,Zenith Nine,Nightfall,CS2,Demo League,13,9
2025-10-20,Ironclad,Kappa Squad,CS2,Demo League,13,8
2025-10-21,Kappa Squad,Solstice,CS2,Demo League,13,10
2025-10-21,Kappa Squad,Solstice,CS2,Demo League,13,5
2025-10-21,Nova Esports,Meridian,CS2,Demo League,13,7
2025-10-21,Kappa Squad,Meridian,CS2,Demo League,13,2
2025-10-21,Nova Esports,Zenith Nine,CS2,Demo League,13,7
2025-10-22,Solstice,Meridian,CS2,Demo League,13,4
2025-10-22,Meridian,Nightfall,CS2,Demo League,13,8
2025-10-22,Zenith Nine,Ironclad,CS2,Demo League,13,9
2025-10-22,Ironclad,Zenith Nine,CS2,Demo League,13,2
2025-10-22,Nova Esports,Vertex Gaming,CS2,Demo League,13,5
2025-10-23,Nova Esports,Solstice,CS2,Demo League,13,8
2025-10-23,Solstice,Kappa Squad,CS2,Demo League,13,3
2025-10-23,Nova Esports,Nightfall,CS2,Demo League,13,9
2025-10-23,Kappa Squad,Meridian,CS2,Demo League,13,10
2025-10-23,Nightfall,Zenith Nine,CS2,Demo League,13,10
2025-10-24,Vertex Gaming,Meridian,CS2,Demo League,13,4
2025-10-24,Ironclad,Solstice,CS2,Demo League,13,5
2025-10-24,Zenith Nine,Ironclad,CS2,Demo League,13,11
2025-10-24,Ironclad,Nova Esports,CS2,Demo League,13,5
2025-10-24,Kappa Squad,Nightfall,CS2,Demo League,13,8
2025-10-25,Ironclad,Zenith Nine,CS2,Demo League,13,8
2025-10-25,Vertex Gaming,Kappa Squad,CS2,Demo League,13,3
2025-10-25,Zenith Nine,Solstice,CS2,Demo League,13,9
2025-10-25,Meridian,Zenith Nine,CS2,Demo League,13,3
2025-10-25,Solstice,Nova Esports,CS2,Demo League,13,10
2025-10-26,Zenith Nine,Kappa Squad,CS2,Demo League,13,11
2025-10-26,Ironclad,Solstice,CS2,Demo League,13,11
2025-10-26,Nova Esports,Kappa Squad,CS2,Demo League,13,6
2025-10-26,Ironclad,Nightfall,CS2,Demo League,13,9
2025-10-26,Solstice,Zenith Nine,CS2,Demo League,13,2
2025-10-27,Meridian,Nova Esports,CS2,Demo League,13,5
2025-10-27,Meridian,Zenith Nine,CS2,Demo League,13,2
2025-10-27,Solstice,Nightfall,CS2,Demo League,13,4
2025-10-27,Vertex Gaming,Kappa Squad,CS2,Demo League,13,10
2025-10-27,Ironclad,Meridian,CS2,Demo League,13,5
2025-10-28,Ironclad,Nightfall,CS2,Demo League,13,11
2025-10-28,Meridian,Nightfall,CS2,Demo League,13,11
2025-10-28,Ironclad,Nova Esports,CS2,Demo League,13,2
2025-10-28,Vertex Gaming,Kappa Squad,CS2,Demo League,13,11
2025-10-28,Solstice,Ironclad,CS2,Demo League,13,10
2025-10-29,Kappa Squad,Solstice,CS2,Demo League,13,10
2025-10-29,Nova Esports,Meridian,CS2,Demo League,13,6
2025-10-29,Solstice,Ironclad,CS2,Demo League,13,7
2025-10-29,Nova Esports,Zenith Nine,CS2,Demo League,13,5
2025-10-29,Kappa Squad,Ironclad,CS2,Demo League,13,4
2025-10-30,Solstice,Vertex Gaming,CS2,Demo League,13,3
2025-10-30,Meridian,Ironclad,CS2,Demo League,13,6
2025-10-30,Meridian,Vertex Gaming,CS2,Demo League,13,5
2025-10-30,Ironclad,Nova Esports,CS2,Demo League,13,4
2025-10-30,Nova Esports,Ironclad,CS2,Demo League,13,9
2025-10-31,Vertex Gaming,Nightfall,CS2,Demo League,13,11
2025-10-31,Ironclad,Kappa Squad,CS2,Demo League,13,5
2025-10-31,Kappa Squad,Ironclad,CS2,Demo League,13,11
2025-10-31,Vertex Gaming,Nightfall,CS2,Demo League,13,11
2025-10-31,Solstice,Nightfall,CS2,Demo League,13,6
2025-11-01,Vertex Gaming,Kappa Squad,CS2,Demo League,13,11
2025-11-01,Nova Esports,Solstice,CS2,Demo League,13,9
2025-11-01,Vertex Gaming,Nightfall,CS2,Demo League,13,6
2025-11-01,Kappa Squad,Vertex Gaming,CS2,Demo League,13,4
2025-11-01,Vertex Gaming,Nova Esports,CS2,Demo League,13,7
2025-11-02,Vertex Gaming,Zenith Nine,CS2,Demo League,13,5
2025-11-02,Meridian,Nightfall,CS2,Demo League,13,10
2025-11-02,Nova Esports,Kappa Squad,CS2,Demo League,13,2
2025-11-02,Solstice,Kappa Squad,CS2,Demo League,13,6
2025-11-02,Ironclad,Nightfall,CS2,Demo League,13,11
2025-11-03,Nova Esports,Nightfall,CS2,Demo League,13,8
2025-11-03,Nova Esports,Solstice,CS2,Demo League,13,8
2025-11-03,Meridian,Vertex Gaming,CS2,Demo League,13,11
2025-11-03,Nightfall,Solstice,CS2,Demo League,13,11
2025-11-03,Zenith Nine,Vertex Gaming,CS2,Demo League,13,3
2025-11-04,Nova Esports,Nightfall,CS2,Demo League,13,8
2025-11-04,Solstice,Vertex Gaming,CS2,Demo League,13,3
2025-11-04,Zenith Nine,Nova Esports,CS2,Demo League,13,7
2025-11-04,Nova Esports,Vertex Gaming,CS2,Demo League,13,4
2025-11-04,Meridian,Zenith Nine,CS2,Demo League,13,3
2025-11-05,Solstice,Kappa Squad,CS2,Demo League,13,8
2025-11-05,Vertex Gaming,Kappa Squad,CS2,Demo League,13,3
2025-11-05,Meridian,Zenith Nine,CS2,Demo League,13,5
2025-11-05,Ironclad,Solstice,CS2,Demo League,13,10
2025-11-05,Vertex Gaming,Solstice,CS2,Demo League,13,10
2025-11-06,Zenith Nine,Meridian,CS2,Demo League,13,4
2025-11-06,Ironclad,Solstice,CS2,Demo League,13,4
2025-11-06,Meridian,Zenith Nine,CS2,Demo League,13,11
2025-11-06,Nightfall,Meridian,CS2,Demo League,13,4
2025-11-06,Vertex Gaming,Nightfall,CS2,Demo League,13,8
2025-11-07,Solstice,Nova Esports,CS2,Demo League,13,3
2025-11-07,Solstice,Kappa Squad,CS2,Demo League,13,9
2025-11-07,Kappa Squad,Vertex Gaming,CS2,Demo League,13,5
2025-11-07,Zenith Nine,Solstice,CS2,Demo League,13,8
2025-11-07,Vertex Gaming,Kappa Squad,CS2,Demo League,13,4
2025-11-08,Vertex Gaming,Zenith Nine,CS2,Demo League,13,11
2025-11-08,Meridian,Nova Esports,CS2,Demo League,13,11
2025-11-08,Ironclad,Zenith Nine,CS2,Demo League,13,10
2025-11-08,Nova Esports,Zenith Nine,CS2,Demo League,13,6
2025-11-08,Vertex Gaming,Kappa Squad,CS2,Demo League,13,7
2025-11-09,Kappa Squad,Vertex Gaming,CS2,Demo League,13,6
2025-11-09,Meridian,Zenith Nine,CS2,Demo League,13,4
2025-11-09,Meridian,Zenith Nine,CS2,Demo League,13,5
2025-11-09,Meridian,Nightfall,CS2,Demo League,13,7
2025-11-09,Nova Esports,Vertex Gaming,CS2,Demo League,13,9
2025-11-10,Meridian,Vertex Gaming,CS2,Demo League,13,10
2025-11-10,Meridian,Nightfall,CS2,Demo League,13,3
2025-11-10,Solstice,Meridian,CS2,Demo League,13,9
2025-11-10,Nova Esports,Vertex Gaming,CS2,Demo League,13,4
2025-11-10,Kappa Squad,Vertex Gaming,CS2,Demo League,13,11
2025-11-11,Solstice,Meridian,CS2,Demo League,13,3
2025-11-11,Nova Esports,Zenith Nine,CS2,Demo League,13,5
2025-11-11,Zenith Nine,Nightfall,CS2,Demo League,13,2
2025-11-11,Nova Esports,Kappa Squad,CS2,Demo League,13,6
2025-11-11,Ironclad,Kappa Squad,CS2,Demo League,13,8
2025-11-12,Solstice,Nightfall,CS2,Demo League,13,4
2025-11-12,Solstice,Nova Esports,CS2,Demo League,13,8
2025-11-12,Vertex Gaming,Meridian,CS2,Demo League,13,4
2025-11-12,Vertex Gaming,Ironclad,CS2,Demo League,13,10
2025-11-12,Nova Esports,Meridian,CS2,Demo League,13,5
2025-11-13,Meridian,Zenith Nine,CS2,Demo League,13,11
2025-11-13,Nova Esports,Kappa Squad,CS2,Demo League,13,8
2025-11-13,Solstice,Ironclad,CS2,Demo League,13,2
2025-11-13,Nova Esports,Nightfall,CS2,Demo League,13,8
2025-11-13,Meridian,Zenith Nine,CS2,Demo League,13,5
2025-11-14,Nova Esports,Nightfall,CS2,Demo League,13,3
2025-11-14,Meridian,Zenith Nine,CS2,Demo League,13,11
2025-11-14,Vertex Gaming,Kappa Squad,CS2,Demo League,13,6
2025-11-14,Vertex Gaming,Nova Esports,CS2,Demo League,13,2
2025-11-14,Nova Esports,Ironclad,CS2,Demo League,13,8
2025-11-15,Nightfall,Meridian,CS2,Demo League,13,4
2025-11-15,Nova Esports,Kappa Squad,CS2,Demo League,13,8
2025-11-15,Meridian,Zenith Nine,CS2,Demo League,13,7
2025-11-15,Solstice,Vertex Gaming,CS2,Demo League,13,2
2025-11-15,Ironclad,Kappa Squad,CS2,Demo League,13,6
2025-11-16,Nightfall,Vertex Gaming,CS2,Demo League,13,6
2025-11-16,Meridian,Vertex Gaming,CS2,Demo League,13,9
2025-11-16,Vertex Gaming,Meridian,CS2,Demo League,13,7
2025-11-16,Vertex Gaming,Zenith Nine,CS2,Demo League,13,2
2025-11-16,Zenith Nine,Ironclad,CS2,Demo League,13,11
2025-11-17,Ironclad,Nightfall,CS2,Demo League,13,5
2025-11-17,Nightfall,Ironclad,CS2,Demo League,13,11
2025-11-17,Nightfall,Solstice,CS2,Demo League,13,8
2025-11-17,Meridian,Zenith Nine,CS2,Demo League,13,11
2025-11-17,Nova Esports,Zenith Nine,CS2,Demo League,13,10
2025-11-18,Nova Esports,Meridian,CS2,Demo League,13,4
2025-11-18,Solstice,Nightfall,CS2,Demo League,13,9
2025-11-18,Zenith Nine,Meridian,CS2,Demo League,13,6
2025-11-18,Ironclad,Kappa Squad,CS2,Demo League,13,8
2025-11-18,Zenith Nine,Kappa Squad,CS2,Demo League,13,7
2025-11-19,Solstice,Zenith Nine,CS2,Demo League,13,8
2025-11-19,Nova Esports,Meridian,CS2,Demo League,13,4
2025-11-19,Nova Esports,Meridian,CS2,Demo League,13,10
2025-11-19,Kappa Squad,Meridian,CS2,Demo League,13,4
2025-11-19,Solstice,Ironclad,CS2,Demo League,13,10
2025-11-20,Nightfall,Solstice,CS2,Demo League,13,10
2025-11-20,Nightfall,Meridian,CS2,Demo League,13,9
2025-11-20,Solstice,Ironclad,CS2,Demo League,13,11
2025-11-20,Vertex Gaming,Ironclad,CS2,Demo League,13,8
2025-11-20,Nightfall,Nova Esports,CS2,Demo League,13,3
2025-11-21,Ironclad,Zenith Nine,CS2,Demo League,13,5
2025-11-21,Ironclad,Nightfall,CS2,Demo League,13,11
2025-11-21,Vertex Gaming,Meridian,CS2,Demo League,13,4
2025-11-21,Solstice,Zenith Nine,CS2,Demo League,13,5
2025-11-21,Kappa Squad,Nightfall,CS2,Demo League,13,11
